序号,内容
1093,他本来可以更好为什么要引起争议
1094,广东人被黑的最狠的一次
1095,但是确实说是人物设计是按照现实普通人来的这句话
1096,垃圾电影
1097,得
1098,西方人搞出来的刻板印象一堆人就开始跪舔了
1099,神经病
1100,是因为全员
1101,全员
1102,全员这是这个造型才让人反感的
1103,不是不会画
1104,是屁股歪了
1105,乡村爱情故事不比这玩意写实
1106,胡说八道
1107,要说电影你
1108,就说
1109,疫情没办法去看
1110,又造谣
1111,采风是背景
1112,撎
1113,不是丑
1114,丑可以
1115,但得是个人啊
1116,蒎
1117,蚾
1118,说原画的
1119,那是谣传
1120,是插画
1121,无语
1122,我没觉得有问题
1123,为什么国人还是自卑要么就自负
1124,很多中国人把自己当黑人对待了
1125,看到主角形象就没兴趣了
1126,活该而已
1127,设计成什么样就要承受什么样的结果
1128,央视有内鬼
1129,看的想法一点都没有
1130,央视的水平都不如河南卫视
1131,真拉垮
1132,我不喜欢
1133,广东人表示没看过长这样的
1134,我就是不喜欢
1135,你逼我看
1136,能咋地吧
1137,对啊
1138,你想想韩立那种颜值
1139,动画后都成古天乐了
1140,大家一样喜欢
1141,关键是长的那么丑的太少了
1142,谁跟你共鸣啊
1143,哪吒有话说
1144,你分析有问题
1145,你根本不知道问题出在哪
