序号,内容
932,我眼睛本来就小
933,怎么了请问
934,主角是被欺负的角色
935,受气包
936,所以眼距宽
937,这部动漫里面的女人全是丹凤眼
938,而且身材火辣
939,自卑的人
940,看什么都觉得再说自己
941,我自己就是单眼皮
942,我觉得挺好看
943,挺精神的
944,不指出来才算危险吧
945,什么逻辑
946,容貌焦虑
947,没错
948,放在迪斯尼就无脑捧
949,国漫就那么多无脑喷
950,雄狮里的女阿娟眼睛和白蛇一样
951,只不过没贴假睫毛巴了
952,现实生活中
953,普通女性不可能天天画着大浓妆
954,贴个假睫毛
955,阿丽塔那个就大得有点不太协调了
956,尤其是还要和真人搭戏
957,我不喜欢迪斯尼那样的死羊眼
958,嘋
959,全员这样就有问题了吧
960,那也得往人物特点去夸张啊
961,眯眯眼是想表达什么
962,别辱小眼睛人
963,只想稍微正常一点点而已
964,这个诉求有错
965,这个不一样吧
966,什么双标
967,看看天书奇谈
968,有人说吗
969,这个世界上本来就是有单眼皮存在的为什么不能在荧幕上出现他只是一个长得比较普通的角色这个大荧幕不允许有长得普通的角色出现了吗
970,人长这样没啥事
971,你可以画成这样就是问题了
972,懂吗
973,别偷换概念
974,说实话
975,我看到最后
976,感觉男主还挺帅的
977,男大十八变哈哈哈哈哈哈哈
978,就是个普通人的长相啊
979,怎么就侮辱人了
980,要是观众知道现今很多动画流行芭比布灵布灵大眼是参考国外动画黄金时期的审美
981,会不会吓哭哈哈哈
982,酺
983,什么唐氏综合征
984,动画里也没把丑美化啊
985,师傅说了他们丑
986,所以后期要翻身
987,一个信息的出现它就潜移默化的带有自己的立场
988,最开始接触很多都会朝向这种立场
989,好在这只是一部动画
990,唯一打破的方式去真正看一下
991,喜欢就是喜欢不喜欢就是不喜欢
992,看到
993,被喷
994,就想到国内动画的处境
995,唉
996,难道不就是中国现在审美单一瘦弱白形象吗
997,看现在流量明星就知道了都一个模样男的不像男的
998,女的一个比一个白
999,确实丑
1000,对不起这部动漫
1001,你拉倒吧
1002,偷换逻辑呢
1003,那是美丑的问题吗
1004,大众审美已经被单一化影响了
1005,以前研究过国内外动画史
1006,看到一些评论想笑
1007,就一句话
1008,他们创作团队没水平
1009,这里说的很对
1010,大事化小是常识
1011,小事搞大就
1012,这分析太理中客了
1013,不接受
1014,一个或者一个团队的作品
1015,跟这个人和这个团队的整体能力息息相关
1016,与其为他们找借口
1017,不让他们及同业者多提升一下自己的文化素养和内涵
1018,好烦舆论操控审美啊
1019,让大家都自由点不行么
1020,真是丑到无法接受
1021,这是其一
1022,其二是被创作团队的审美观侮辱了
1023,对啊
1024,眯眯眼怎么了
1025,有些人自己不自信不要带上别人吧
1026,就你自己
1027,是不大问题吗
1028,都特么快到耳朵根了
1029,你特么的就洗吧
1030,牛逼把票房洗高了
1031,谁特么天生这样
1032,你自己在纠结眼睛大小问题
1033,跳不出来
1034,从眼睛大小到外貌太丑
1035,不喜欢的不仅仅是角色本身
1036,而是对创作者本身的讨伐不满
1037,已经不是对电影本身的不满了
1038,懂么
1039,你丫的看你来气
1040,制片人让广东人照镜子呢
1041,你还特么再洗
1042,这就是泛政治化的骇人之处
1043,直接说俄罗斯人不就得了
1044,膨
1045,你牛逼去买票看去啊
1046,一些
1047,这片子人设的确有问题
1048,至少在我
1049,几年接触的中国人中没一个长这样的
1050,除了图片中看过的唐氏综合征患者
1051,你确定人能长成动画里这样
1052,先说是不是
1053,再说为什么吧
1054,李荣浩长动画里这样吗
1055,但是主创自己说广东人就长这样
1056,和你说的夸张正好相反
1057,日常生活中也没有日本动漫美少女这么大的眼睛
1058,靣
1059,我不同意
1060,我觉得
1061,这不是夸张
1062,是恶心人
1063,这些人是找不到黑的点了
1064,估计高中学习也不咋样
1065,因为连九十多年前鲁迅先生的
1066,眉间尺
1067,都没看过
1068,让观众三思
